cfips,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01,county,state,K-means_Silhouette,K-means_Elbow
13143,2.8192296,2.6952569,2.6493411,2.7273979,2.6906652,2.9229367,2.9229367,2.8134975,3.0141358,2.9548564,2.9411764,2.9457364,2.9639764,3.0004561,2.9822161,2.9685361,3.0369358,3.0318069,2.7340403,2.8152492,2.7881796,2.7611098,2.6889241,2.878412,2.8739002,3.0137603,2.9641325,3.0453417,2.8468306,2.9624374,3.01122,2.971307,2.9535677,2.9180894,2.9358287,2.8116546,2.8072197,2.8737416,2.8914807,2.8116546,2.8160894,,,,,,,722,10,0,2
13145,3.5169852,3.6214502,3.6949625,3.7955582,3.7955582,3.7190869,3.6733606,3.6504972,3.7000344,3.7152765,3.7000344,3.7152765,3.753382,3.7876768,3.818161,3.81054,3.8143506,3.7986562,4.0689163,4.1852784,4.2002926,4.2002926,4.2228146,4.2603507,4.2528434,4.2828722,4.2603507,4.2603507,4.2978868,4.219564,4.2012181,4.2599254,4.3002863,4.3112936,4.3259706,4.5204372,4.4727378,4.5497909,4.5571294,4.634182,4.6708741,,,,,,,734,10,0,0
13147,2.3187685,2.5422046,2.5223436,2.571996,2.552135,2.5330832,2.4293897,2.4195142,2.4244518,2.4540787,2.3108828,2.3010073,2.2960696,2.1775627,2.1973138,2.2368162,2.2664428,2.2109177,2.5679905,2.6120133,2.7538643,2.7489729,2.7049501,2.7000587,2.7440815,2.7587557,2.7587557,2.7489729,2.8272355,2.8160141,2.8063202,2.7723925,2.7723925,2.7481582,2.7239239,2.7723925,2.753005,2.753005,2.8160141,2.8160141,2.8208609,,,,,,,737,10,0,0
13149,1.1892741,1.2790307,1.2902502,1.3014698,1.2678111,1.261724,1.1723984,1.3063868,1.2505583,1.6860205,1.6971862,1.6748549,1.4292095,1.373381,1.3957124,1.373381,1.3845466,1.3450937,1.4002205,1.4002205,1.4002205,1.4002205,1.3891952,1.3781698,1.4002205,1.4002205,1.4002205,1.444322,1.444322,1.4392442,1.472204,1.472204,1.5161504,1.5161504,1.5051637,1.5820699,1.6150297,1.6589761,1.6589761,1.7029225,1.7578554,,,,,,,747,10,0,0
13151,6.6381817,6.7523732,6.7988029,6.7567654,6.7919011,6.5940204,6.5590277,6.5970902,6.6947021,6.7327642,6.8352876,6.9801707,7.1882868,7.309227,7.3135242,7.2588863,7.2527471,7.0897269,7.3398676,7.4898324,7.5768118,7.6068048,7.6703897,7.7405734,7.8347511,7.8551464,7.9301286,8.0872917,8.1916666,8.0437174,8.1162672,8.2508364,8.3140259,8.2953033,8.3631725,8.6053972,8.5463037,8.5977907,8.6522036,8.6615648,8.6264601,,,,,,,755,10,0,0
13153,3.3070302,3.2998564,3.3025467,3.3097203,3.2604017,3.2143841,3.1939723,3.1629112,3.2321332,3.2809436,3.3173294,3.3741269,3.4681978,3.5063586,3.5152333,3.5249953,3.5143459,3.4419909,3.4043112,3.4446197,3.4612689,3.4525061,3.4577637,3.4665265,3.4674027,3.4481249,3.4516299,3.5094638,3.536628,3.5094545,3.5232882,3.5518205,3.5872695,3.5803525,3.5933218,3.6892936,3.6374168,3.6564384,3.6650844,3.6676784,3.6849704,,,,,,,788,10,0,0
13155,0.85741943,0.77444339,0.76061404,0.76061404,0.74678469,0.71645081,0.75778449,0.68889499,0.68889499,0.73022872,0.7715624,0.79911822,0.79911822,0.82667404,0.81289613,0.79911822,0.79911822,0.77050084,0.71546507,0.72922397,0.77050084,0.74298292,0.75674188,0.79801869,0.77050084,0.81177765,0.81177765,0.7842598,0.74298292,0.74485373,0.77193934,0.79902494,0.77193934,0.79902494,0.81256771,0.85319608,0.82611048,0.81256771,0.83965331,0.83965331,0.88028169,,,,,,,822,10,0,0
13157,16.156223,15.803082,15.813592,15.775755,15.710592,15.31583,15.17292,15.426075,15.41995,14.736026,14.838104,15.117799,14.995304,14.960598,15.048385,15.044302,15.107591,14.605144,14.607119,14.109351,14.095524,14.012563,13.994785,13.941453,14.050093,14.044167,14.10145,14.158732,14.127129,13.562673,13.551269,13.667205,13.771738,13.752732,13.800247,13.963698,13.9675,13.99981,13.9694,14.015015,11.329469,,,,,,,832,10,1,7
13159,3.3326967,3.3613446,3.3708937,3.3135982,3.3613446,3.3276124,3.2799389,2.8127384,3.4324942,3.5278413,3.5373762,3.5850496,3.5564454,3.5564454,3.5945842,3.5659802,3.4515636,3.4941452,3.1194379,3.2224824,3.1756439,3.1100702,3.1381733,3.1569088,3.147541,3.1756439,3.1662765,3.147541,3.1194379,3.125,3.1622024,3.2366071,3.3017113,3.3017113,3.4226191,3.5342262,3.5714285,3.5435269,3.5342262,3.5063243,3.5621281,,,,,,,835,10,0,0
13161,1.0601352,1.1423872,1.2246391,1.0875525,1.1972218,1.1146642,1.1146642,1.1055276,1.0507081,1.0415715,1.0415715,1.0507081,1.0507081,1.0598447,1.0507081,1.0324349,1.0050251,1.0067114,1.0520588,1.0520588,1.0701977,1.0701977,1.0611283,1.0611283,1.0520588,1.0339198,1.0611283,1.0429893,1.0611283,1.0645015,1.0554804,1.0464592,1.082544,1.082544,1.1005864,1.0915651,1.1186287,1.1186287,1.1817771,1.172756,1.217862,,,,,,,837,10,0,3
13163,1.5816789,1.6146306,1.5816789,1.6311064,1.6228684,1.6483517,1.6150516,1.6899767,1.7815518,1.7316017,1.7149518,1.7232767,1.8065268,2.0063269,2.0396271,2.0396271,2.0063269,2.0290098,1.7774796,1.8277857,1.8445544,1.811017,1.8026327,1.7942483,1.785864,1.7271737,1.760711,1.735558,1.6936363,1.697922,1.7063693,1.7232641,1.7401588,1.7401588,1.7486062,1.8330799,1.8246325,1.8415273,1.858422,1.8330799,1.8415273,,,,,,,838,10,1,6
13165,0.81276786,0.84232306,0.79799026,0.82754546,0.79799026,0.85457492,0.86930895,0.95771325,0.94297922,1.0019155,1.0313835,1.0313835,1.0755857,1.1050538,1.1492559,1.1934581,1.1934581,1.2307693,1.2014652,1.2014652,1.1428572,1.1721612,1.2014652,1.1428572,1.1135532,1.1428572,1.1282052,1.1721612,1.1135532,1.083815,1.083815,1.1271676,1.1416185,1.1271676,1.0549133,1.1416185,1.1127168,1.0982659,1.0693642,1.0549133,1.0693642,,,,,,,842,10,1,7
13167,0.70494747,0.679313,0.6664958,0.70494747,0.71776468,0.71785671,0.69221896,0.66658121,0.66658121,0.69221896,0.70503783,0.70503783,0.71785671,0.75631326,0.75631326,0.80758876,0.80758876,0.79243356,0.72852761,0.72852761,0.7157464,0.70296526,0.7157464,0.7157464,0.7157464,0.70296526,0.70296526,0.69018406,0.72852761,0.72380954,0.71111113,0.71111113,0.72380954,0.72380954,0.72380954,0.69841272,0.71111113,0.72380954,0.73650795,0.76190478,0.76190478,,,,,,,852,10,0,6
13169,1.2708353,1.2846487,1.2616262,1.2892531,1.2846487,1.2667524,1.257573,1.2897007,1.2897007,1.2851111,1.2805214,1.2759317,1.3034698,1.3218285,1.3310078,1.3034698,1.3080595,1.4803984,1.5900576,1.6220415,1.6540254,1.6174724,1.6631637,1.6768711,1.6768711,1.6768711,1.6540254,1.6448871,1.6448871,1.6266812,1.6721193,1.9856416,1.9947292,1.9810978,1.9583788,2.0129044,2.0174482,1.9947292,1.9992729,2.0447111,2.0583425,,,,,,,854,10,0,5
13171,1.5584955,1.7178084,1.6901019,1.7108817,1.7316617,1.6930639,1.5838339,1.6930639,1.6657565,1.6794101,1.7203714,1.6794101,1.686237,1.7476789,1.8296013,1.8637357,1.8637357,1.8549861,2.0716269,2.0445468,2.0919368,2.0783968,2.0580869,2.0242367,2.0445468,2.0716269,2.0716269,2.0716269,2.0716269,2.0606792,2.053967,2.0472546,2.0741038,2.0741038,2.0875285,2.1009531,2.0875285,2.1076655,2.141227,2.1815009,2.1882131,,,,,,,938,10,0,3
13173,0.85238278,0.89112747,0.87821257,0.87821257,0.86529768,0.86742622,0.80269289,0.82858622,0.76385295,0.82858622,0.81563956,0.81563956,0.85447955,0.86742622,0.89331955,0.89331955,0.88037288,0.91459489,0.77289706,0.81154191,0.83730519,0.79866034,0.81154191,0.81154191,0.79866034,0.82442355,0.85018677,0.81154191,0.81154191,0.75822431,0.78268313,0.84383023,0.88051856,0.86828911,0.95389509,0.97835392,0.95389509,0.94166565,0.95389509,0.95389509,0.96612448,,,,,,,946,10,0,3
13175,2.1783011,2.2315671,2.2203531,2.1979253,2.1979253,2.1798823,2.1042309,2.0902214,2.1070328,2.0846176,2.0846176,2.1406558,2.1490614,2.1462595,2.1322498,2.1294479,2.1238441,2.1408956,2.0708401,2.1044667,2.12128,2.0708401,2.068038,2.0652356,2.0596311,2.0484223,2.068038,2.068038,2.0848513,2.0688112,2.085608,2.0968058,2.0940063,2.0996053,2.0940063,2.1527953,2.1359985,2.1359985,2.1527953,2.1527953,2.1695921,,,,,,,957,10,0,3
13177,2.3424351,2.5481579,2.4452965,2.56686,2.56686,2.5071967,2.4793389,2.4143374,2.4793389,2.4514811,2.470053,2.5350542,2.5814838,2.6604142,2.6279135,2.6139846,2.6093416,2.5730886,2.6284239,2.6376464,2.6607027,2.6192014,2.6376464,2.6560915,2.665314,2.6284239,2.6837592,2.716038,2.7529283,2.7308431,2.7445428,2.7445428,2.781076,2.7856426,2.8130424,2.9226413,2.8495753,2.8450086,2.8769751,2.8815417,2.8587086,,,,,,,966,10,0,0
13179,2.4667118,2.4418867,2.4238322,2.4599414,2.48928,2.4699121,2.4541943,2.5013473,2.5148194,2.5709538,2.6405604,2.6944494,2.7101672,2.8381534,2.8314173,2.7999821,2.7303755,2.6981642,2.6550479,2.7140491,2.7276647,2.7140491,2.7344725,2.7458189,2.7775886,2.7458189,2.7276647,2.7571652,2.7730501,2.7554998,2.7599802,2.7599802,2.7913437,2.7779021,2.7913437,2.9436803,2.8966351,2.9212778,2.959362,2.9504011,2.9705632,,,,,,,981,10,0,0
13181,1.884382,1.884382,1.9163207,1.9163207,1.884382,1.8952062,1.9270585,2.022615,2.022615,2.1022456,2.1500239,2.1500239,2.2137282,2.1978023,2.1978023,2.2137282,2.2455804,2.1735706,2.2523232,2.189321,2.2208221,2.2208221,2.2208221,2.2365727,2.2365727,2.2365727,2.2208221,2.3468263,2.3153253,2.2936497,2.2780466,2.3092525,2.2780466,2.2780466,2.2936497,2.3872678,2.3092525,2.3092525,2.3092525,2.3404586,2.3872678,,,,,,,984,10,0,3
13183,1.26136,1.3005327,1.2770292,1.3005327,1.3083673,1.2870605,1.2564162,1.2487551,1.2717383,1.3100437,1.3177048,1.3636712,1.3943155,1.3866544,1.3866544,1.3789934,1.3023826,1.2519562,1.1923392,1.237052,1.1923392,1.2221477,1.1997913,1.2295998,1.1997913,1.1848871,1.2146956,1.2072434,1.2221477,1.1899611,1.2043848,1.2476561,1.26208,1.2837156,1.3269869,1.3702582,1.3125631,1.2909274,1.2981393,1.2909274,1.2837156,,,,,,,995,10,0,5
13185,3.7037036,3.6667705,3.6609998,3.6586914,3.6436872,3.5946288,3.5349479,3.5567544,3.5992196,3.5992196,3.62906,3.637094,3.7438312,3.7736716,3.7817054,3.7415357,3.7197292,3.6518328,3.7168405,3.7784266,3.8092196,3.8115005,3.828608,3.8229055,3.819484,3.8149221,3.8434343,3.8662438,3.8753679,3.8411989,3.8298979,3.9112649,3.9157851,3.9157851,3.9519484,4.0061932,3.9632492,3.9835911,4.009583,4.0491366,4.1011209,,,,,,,1006,10,0,0
13187,4.3228116,4.3927851,4.3850102,4.3461361,4.2878246,4.2048578,4.1552091,4.1055608,4.2010388,4.3576231,4.384357,4.4989305,4.5829515,4.4645586,4.4340057,4.4416437,4.3576231,4.2310452,3.9477165,3.9741604,3.9854937,3.940161,3.8986061,3.8910506,3.8986061,3.8759396,3.8683844,3.9061615,3.9023838,3.7927468,3.818598,3.8629146,3.8629146,3.8518355,3.8333702,3.8924589,3.818598,3.7779748,3.800133,3.7705886,3.7705886,,,,,,,1010,10,1,7
13189,1.7961042,1.8783202,1.8783202,1.8024285,1.8024285,1.7979773,1.8042202,1.8291922,1.7105756,1.7542764,1.7667624,1.8354352,1.8541641,1.7979773,1.7730054,1.7293046,1.7105756,1.7400523,1.652738,1.6589746,1.6465012,1.5903704,1.602844,1.577897,1.577897,1.5467132,1.55295,1.5591867,1.5716603,1.5919408,1.6043779,1.5795038,1.6105963,1.6168149,1.6416889,1.6603445,1.6354704,1.6416889,1.679,1.6914371,1.6852186,,,,,,,1069,10,1,4
13191,2.2735131,2.4723375,2.4118257,2.498271,2.4636929,2.4137635,2.345288,2.1569803,2.3281691,2.2682531,2.2425747,2.2682531,2.2768126,2.3024907,2.3281691,2.3024907,2.2682531,2.2636712,2.0178041,1.9669352,2.009326,2.0008478,1.9838915,1.9499788,1.9330225,1.9245443,1.9669352,1.9838915,1.9669352,1.9578186,1.9830266,1.9998319,2.0082345,2.0250399,2.0166373,2.0838585,2.0754559,2.1006639,2.0754559,2.0418453,2.1090665,,,,,,,1071,10,0,3
13193,0.78089529,0.78997546,0.82629621,0.81721604,0.80813587,0.8202765,0.82949311,0.80184335,0.80184335,0.80184335,0.87557602,0.87557602,0.85714287,0.85714287,0.84792626,0.82949311,0.8202765,0.80922705,0.75341827,0.76271975,0.76271975,0.79062414,0.79062414,0.79992557,0.81852853,0.82782996,0.82782996,0.85573435,0.80922705,0.81874645,0.80933559,0.80933559,0.79992473,0.80933559,0.82815737,1.0822511,1.0728402,1.0822511,1.0540185,1.0446075,0.87521172,,,,,,,1021,10,0,5
13195,2.2051468,2.1687734,2.2369738,2.1915069,2.1915069,2.13656,2.13656,2.1050737,2.145556,2.141058,2.1995323,2.172544,2.172544,2.2715006,2.2894926,2.2580066,2.2715006,2.2235069,2.3302352,2.3257883,2.3302352,2.3569174,2.3880465,2.3924935,2.4191756,2.4280696,2.4325166,2.4191756,2.4102814,2.423419,2.4102721,2.4453306,2.4628599,2.4672422,2.493536,2.5811822,2.5417416,2.5329769,2.5461237,2.5242124,2.5154476,,,,,,,1024,10,0,0
13197,1.3023952,1.3772455,1.3173653,1.4071857,1.4221557,1.389092,1.3306038,1.389092,1.389092,1.4475801,1.4475801,1.432958,1.418336,1.4622021,1.4475801,1.418336,1.389092,1.4218726,1.4672515,1.4975041,1.542883,1.5126305,1.4975041,1.5126305,1.5277568,1.5126305,1.4975041,1.4823779,1.4823779,1.5149196,1.4537108,1.4843153,1.4537108,1.4996175,1.5149196,1.5455241,1.5149196,1.4843153,1.4996175,1.5149196,1.4843153,,,,,,,1043,10,1,2
13199,1.7581085,1.7338587,1.7399212,1.709609,1.6974841,1.6973811,1.6367605,1.6488845,1.6670707,1.6852571,1.7276915,1.7822503,1.7458777,1.7701261,1.7883123,1.7822503,1.7640641,1.7844181,1.8812001,1.8751513,1.9174933,1.9174933,1.8993467,1.8812001,1.9053956,1.9416889,1.9053956,1.9114444,1.9416889,1.9244691,1.9546332,1.9486004,1.9486004,1.9244691,1.9546332,1.9486004,1.9425676,1.9847972,2.0209942,2.0571911,2.0511582,,,,,,,1096,10,0,0
13201,0.81749892,0.86168802,0.88378257,0.83959347,0.83959347,0.9117189,0.8894819,0.82277071,0.84500778,0.9117189,0.84500778,0.93395597,0.97843009,0.97843009,0.97843009,0.95619303,0.93395597,0.9429726,1.1225865,1.1001347,1.1450381,1.1450381,1.1225865,1.1225865,1.077683,1.0552312,1.0552312,0.98787606,1.0103278,1.0215664,0.99886495,1.0442679,1.0442679,0.99886495,0.97616345,0.99886495,1.0442679,1.0215664,1.0215664,1.0215664,1.0215664,,,,,,,1109,10,1,1
13205,0.93842322,0.8573249,0.86311764,0.82836121,0.83994669,0.87688732,0.91753775,0.88850176,0.91753775,0.89430892,0.92334497,1.0220673,1.0220673,1.068525,1.068525,1.068525,1.0801394,1.0858778,1.0391734,1.0742017,1.1384202,1.1209061,1.1267442,1.1209061,1.0975538,1.0917158,1.0858778,1.1033919,1.1033919,1.098454,1.1217017,1.1100779,1.1217017,1.1391375,1.1158898,1.1565733,1.1333256,1.1449494,1.1449494,1.1740091,1.2088807,,,,,,,1120,10,0,0
13207,2.314291,2.2058823,2.25773,2.2483032,2.2483032,2.2099447,2.2005806,2.228673,2.2052627,2.1818523,2.1865344,2.2239909,2.2239909,2.2099447,2.2333553,2.6687891,2.7202921,2.6965561,2.4784184,2.4691358,2.5294719,2.5109069,2.4969833,2.4969833,2.5016243,2.4784184,2.492342,2.5387542,2.5619605,2.5593643,2.5870831,2.6194217,2.633281,2.6055622,2.610182,2.6517601,2.6194217,2.6240413,2.6379008,2.6425207,2.6563799,,,,,,,1130,10,0,0
13209,0.48391688,0.48391688,0.44121835,0.46968403,0.48391688,0.44824204,0.44824204,0.47625718,0.49026474,0.49026474,0.50427228,0.54629499,0.54629499,0.53228742,0.51827985,0.57431012,0.56030256,0.55656046,0.61221647,0.64004451,0.64004451,0.62613052,0.61221647,0.59830248,0.61221647,0.62613052,0.61221647,0.59830248,0.62613052,0.63685447,0.6230098,0.66454381,0.63685447,0.6230098,0.6230098,0.6230098,0.63685447,0.6230098,0.63685447,0.65069914,0.65069914,,,,,,,1135,10,0,6
13211,4.9841542,5.1282053,5.1210027,5.08499,5.0921926,5.0661573,5.0378547,4.974174,5.0237036,5.0803084,5.1015353,5.129838,5.1722918,5.3138046,5.2925777,5.2713509,5.250124,5.1436157,5.5489554,5.5489554,5.5419664,5.5140123,5.5210009,5.5349779,5.4860578,5.5489554,5.5908871,5.7096934,5.7027044,5.5746021,5.6020298,5.7391663,5.8694458,5.8625894,5.9105868,6.0614371,6.1094351,6.0408669,6.068294,6.0340099,17.800329,,,,,,,1143,10,0,5
13213,1.1850191,1.2189739,1.2223693,1.2359512,1.198601,1.1609855,1.1474856,1.120486,1.2588593,1.2554843,1.2689841,1.2689841,1.2723591,1.2824839,1.2858589,1.2554843,1.2386096,1.2242981,1.2276523,1.2108811,1.2041727,1.2075269,1.2075269,1.2075269,1.1874014,1.1941099,1.1941099,1.0867742,1.0867742,1.0912367,1.0945739,1.097911,1.0845625,1.097911,1.097911,1.1112595,1.1179336,1.1045852,1.0845625,1.097911,1.097911,,,,,,,1155,10,1,7
13215,3.8028111,3.8061612,3.7920916,3.8168809,3.7920916,3.8252697,3.7522399,3.6021233,3.8252697,3.8671942,3.9334619,3.9706528,3.9929676,4.0125775,4.0051394,4.0098724,4.0132537,4.027844,3.8241086,3.9001698,3.9219015,3.9477079,3.9558573,3.9517827,3.9626486,3.9606111,3.9572155,3.9803057,4.0210528,4.0561676,4.0650077,4.0738473,4.0840473,4.0792875,4.0724874,4.1704068,4.1432071,4.1547666,4.1683664,4.1724467,4.2445259,,,,,,,1157,10,0,0
13217,4.5836916,4.614944,4.6318722,4.678751,4.6357789,4.5434756,4.4807272,4.4499936,4.6075044,4.6241517,4.7419643,4.7342811,4.9430146,4.9827123,5.0288129,4.9955182,4.9571009,4.8057823,4.6599622,4.7303581,4.8007541,4.7982402,4.810811,4.8610935,4.9101195,4.9088621,4.9553738,5.0182276,5.0760527,5.07516,5.1453919,5.1959095,5.2069983,5.2143912,5.2538195,5.3684082,5.3462296,5.3080335,5.3191228,5.3080335,5.341301,,,,,,,1189,10,0,0
13219,8.2076797,8.3596039,8.3368149,8.4317675,8.4545555,8.2487173,8.293025,8.3151789,8.2967176,8.437027,8.3964109,8.5219507,8.5145664,8.5884132,8.621645,8.5884132,8.5477972,8.2291145,7.886086,7.9325376,7.9182448,7.9218183,7.8253412,7.8217678,7.8575001,7.8825126,7.936111,8.1004791,8.0897589,7.8487868,7.8418441,7.886972,7.8557296,7.7897735,7.7724166,7.8522582,7.8210158,7.8383727,7.8661437,7.8626723,7.8418441,,,,,,,1221,10,1,2
13221,1.8673648,1.8150088,1.7888308,1.7975568,1.8150088,1.8170857,1.7998623,1.8256975,1.7998623,1.8170857,1.8687564,1.7998623,1.8687564,1.9032036,1.8773682,1.8515329,1.7395798,1.7867932,1.8644799,1.8558481,1.9853258,1.9853258,1.9680622,1.9162711,1.9249029,1.9335347,1.9680622,1.8817437,1.8903755,1.8758527,1.9099591,1.9014325,1.8843793,1.8843793,1.9014325,1.9696453,1.9355389,1.9611187,1.9611187,1.9611187,2.0122783,,,,,,,1225,10,0,6
13223,4.8685951,4.909348,4.7762222,4.9102535,4.8776512,4.7752957,4.7884774,4.7682652,4.8605375,4.881628,4.9009614,4.9668698,5.0143242,5.050354,5.0573845,4.93787,4.9449005,4.7546782,4.7384801,4.7870755,4.8433437,4.9507651,5.0641546,5.1945949,5.2235818,5.2363696,5.2423377,5.289228,5.3275928,5.1401291,5.1830049,5.2300029,5.259686,5.2333012,5.2704053,5.3792434,5.3553319,5.3916111,5.3866639,5.3808923,5.3825412,,,,,,,1283,10,0,0
13225,3.6562293,4.0015135,3.9542143,3.9494843,3.9967837,3.9773264,3.9820502,3.7694852,4.0812469,4.1001415,4.1615496,4.2229571,4.26547,4.4071798,4.3835616,4.3316011,4.322154,4.3189678,4.2208095,4.2628775,4.2955971,4.2301579,4.2254839,4.1413479,4.0759091,4.0572124,4.0618863,4.0572124,4.0572124,4.0100942,4.0146823,4.0376234,4.0330353,3.9642119,3.9733884,4.0192704,3.8632715,3.8495069,3.8311539,3.8495069,3.9091535,,,,,,,1287,10,1,7
13227,6.943121,7.030117,6.9472637,6.9182649,6.8975515,6.1830812,6.0809155,6.3015938,6.4773192,6.5059257,6.4609728,6.4814057,6.7552104,6.7306905,6.7511239,6.5631385,6.5999184,6.3636727,7.1991048,7.1751208,7.1551347,7.1431427,7.0631971,7.1151619,7.1151619,7.1671262,7.207099,7.1151619,7.1511374,6.9836435,6.9914508,7.0421987,7.0343914,7.014873,7.0421987,7.1944413,7.206152,7.2842255,7.3076472,7.3037438,7.3935275,,,,,,,1313,10,0,6
13229,1.6971644,1.718117,1.7320855,1.718117,1.6203381,1.5890716,1.5821021,1.6099805,1.672707,1.6796767,1.6587678,1.6657374,1.7005855,1.7911904,1.8608866,1.7842208,1.7981601,1.7461197,1.7461197,1.7738359,1.8015521,1.8292683,1.8223393,1.787694,1.7807649,1.7807649,1.8154103,1.8777716,1.8916297,1.899649,1.9134146,1.899649,1.8858835,1.8858835,1.8858835,1.934063,1.9065318,1.8927662,1.9065318,1.8790007,1.899649,,,,,,,1315,10,0,0
13231,2.7806461,2.9576633,2.9207847,3.0240448,3.0535476,3.0010173,2.9864845,3.0082836,3.0373492,2.8702223,2.8702223,2.9428861,2.9501526,2.9428861,2.9574189,2.8774889,2.9065542,2.7748055,2.910336,2.8889365,2.953135,2.9674013,3.0173335,3.0316,3.0529995,3.0672657,3.110065,3.1385977,3.2027962,3.0694668,3.0694668,3.0975628,3.0905387,3.0835147,3.1678021,3.1397064,3.1607783,3.1818502,3.1958981,3.1678021,3.1818502,,,,,,,1316,10,0,0
13233,2.2731719,2.2699106,2.2633879,2.2275128,2.2340357,2.2803946,2.2479565,2.2252498,2.2479565,2.2998574,2.2122746,2.2317374,2.2674193,2.3031011,2.2966135,2.2447126,2.1960557,2.2271571,2.2464678,2.2432494,2.2593415,2.2786522,2.2883074,2.2625599,2.2529047,2.2593415,2.2754338,2.2883074,2.314055,2.2843528,2.2684669,2.3034153,2.3383639,2.3256552,2.3637807,2.3796663,2.3193011,2.3129468,2.3383639,2.3193011,2.3320096,,,,,,,1337,10,0,5
13235,1.0681049,1.2690356,1.2161591,1.247885,1.2161591,1.2572534,1.2250161,1.1712873,1.1927788,1.2894907,1.2035246,1.1927788,1.1712873,1.1712873,1.1497959,1.1283044,1.1068128,1.1396624,1.0966563,1.1826686,1.2149231,1.2149231,1.1934201,1.1826686,1.2041715,1.1826686,1.1611655,1.171917,1.1826686,1.1934469,1.1283498,1.1500489,1.1175003,1.1283498,1.1717478,1.2259954,1.258544,1.258544,1.2476945,1.236845,1.5840296,,,,,,,1370,10,0,3
13237,3.2428663,3.1556923,3.1382577,3.1324461,3.1033881,3.2454243,3.0758436,3.1401672,3.2103386,3.1460149,3.1226244,3.1752529,3.2746623,3.3974621,3.385767,3.415005,3.4033098,3.3536055,3.6490009,3.7995946,3.7648423,3.7474661,3.7590501,3.7995946,3.8227627,3.8517232,3.8980596,3.9907327,4.025485,3.9862936,3.9920046,4.0434036,4.0662479,4.0376925,4.0262709,4.0776701,3.9805825,3.9577384,3.9977155,4.0376925,4.0662479,,,,,,,1372,10,0,0
13239,1.3016412,1.1318619,1.245048,1.6977929,1.7543859,1.9407008,1.9946091,1.7250674,1.7789757,1.7789757,1.8867924,1.8867924,1.7789757,1.8328841,1.8328841,1.8328841,1.8328841,1.852861,1.3079019,1.3079019,1.253406,1.253406,1.253406,1.253406,1.253406,1.1989101,1.1989101,1.852861,1.9618529,1.0531595,0.80240721,0.80240721,0.7021063,0.75225675,0.75225675,0.7021063,0.7021063,0.7021063,0.75225675,0.80240721,0.75225675,,,,,,,1376,10,1,2
13241,6.7688661,6.9466043,6.8133006,6.7762718,6.7762718,6.680325,6.6510572,6.6291065,5.7071776,5.641326,5.6632767,5.6559596,5.6559596,5.6779103,5.8827834,5.8535156,5.838882,5.7163429,5.9683228,5.9539237,5.975522,5.961123,5.9899206,5.9827213,5.9827213,5.9899206,5.9971204,6.0475163,6.0475163,5.9209137,5.906816,5.9350109,5.9138646,5.9279623,5.9561572,6.0477901,6.0266442,6.0618877,6.0054979,5.977303,5.8856702,,,,,,,1377,10,1,6
13243,0.59438038,0.63040346,0.63040346,0.68443805,0.64841497,0.60801822,0.5700171,0.60801822,0.6460194,0.6460194,0.60801822,0.66501993,0.68402052,0.70302111,0.70302111,0.72202164,0.72202164,0.78876489,0.65409774,0.65409774,0.69257408,0.65409774,0.65409774,0.67333591,0.67333591,0.63485956,0.63485956,0.63485956,0.61562139,0.68938351,0.66968679,0.64999014,0.64999014,0.66968679,0.64999014,0.66968679,0.68938351,0.66968679,0.66968679,0.66968679,0.70908016,,,,,,,1385,10,1,6
13245,3.9052174,3.4522977,3.8287587,3.4782157,3.4587772,3.4707215,3.4280169,3.4577806,3.5211906,3.5399547,3.5567777,3.6072469,3.6648333,3.7114203,3.7140083,3.6874797,3.6370106,3.5933161,3.7408895,3.7679553,3.7924435,3.7879324,3.787288,3.6809578,3.7112458,3.6809578,3.6919131,3.7215567,3.7305787,3.7105906,3.6798134,3.738162,3.7689393,3.748421,3.7497034,3.8516533,3.7971518,3.7945871,3.7926636,3.8061285,3.8035638,,,,,,,1413,10,0,6
13247,8.2137709,8.3534498,8.3504133,8.3534498,8.3079023,8.2289915,8.1371899,8.048399,8.3403568,8.3839998,8.5299788,8.6955214,8.8670845,8.9844694,9.1123886,9.1153984,9.1169033,9.2183208,9.1648731,9.302947,9.4840765,9.4870462,9.5657339,9.6073046,9.7082624,9.7275629,9.8032808,9.9636259,10.066068,10.067272,10.062856,10.208588,10.316047,10.242445,10.232141,10.466195,10.358736,10.357264,10.320463,10.313103,10.316047,,,,,,,1433,10,0,0
